  0.199733332      -6.66692434E-03
  0.199256882      -1.19111175E-02
  0.198626697      -1.57546271E-02
  0.197897807      -1.82221644E-02
  0.197124168      -1.93410087E-02
  0.196358532      -1.91409104E-02
  0.195652366      -1.76539980E-02
  0.195055783      -1.49146691E-02
  0.194617406      -1.09594958E-02
  0.194384322      -5.82711259E-03
  0.194401994       4.41884622E-04
  0.194714203       7.80505501E-03
  0.195362926       1.62182171E-02
  0.196388349       2.56355740E-02
  0.197828740       3.60098146E-02
  0.199720427       4.72922437E-02
  0.202097744       5.94328977E-02
  0.204992965       7.23806620E-02
  0.208436295       8.60833898E-02
  0.212455809      0.100488037    
  0.217077434      0.115540780    
  0.222324923      0.131187141    
  0.228219807      0.147372127    
  0.234781414      0.164040327    
  0.242026851      0.181136072    
  0.249970987      0.198603541    
  0.258626461      0.216386914    
  0.268003672      0.234430477    
  0.278110832      0.252678782    
  0.288953900      0.271076739    
  0.300536692      0.289569765    
  0.312860847      0.308103919    
  0.325925887      0.326626033    
  0.339729249      0.345083833    
  0.354266286      0.363426089    
  0.369530380      0.381602675    
  0.385512978      0.399564773    
  0.402203560      0.417264909    
  0.419589847      0.434657127    
  0.437657744      0.451697111    
  0.456391424      0.468342274    
  0.475773484      0.484551787    
  0.495784938      0.500286758    
  0.516405344      0.515510321    
  0.537612855      0.530187726    
  0.559384286      0.544286251    
  0.581695318      0.557775438    
  0.604520380      0.570627034    
  0.627833009      0.582815170    
  0.651605666      0.594316185    
  0.675810039      0.605108798    
  0.700416982      0.615174055    
  0.725396812      0.624495268    
  0.750719130      0.633058071    
  0.776353121      0.640850306    
  0.802267611      0.647862077    
  0.828431010      0.654085577    
  0.854811609      0.659515023    
  0.881377459      0.664146662    
  0.908096611      0.667978644    
  0.934937060      0.671010792    
  0.961866856      0.673244715    
  0.988854170      0.674683452    
   1.01586747      0.675331533    
   1.04287529      0.675194740    
   1.06984651      0.674279988    
   1.09675038      0.672595263    
   1.12355638      0.670149326    
   1.15023446      0.666951776    
   1.17675495      0.663012683    
   1.20308864      0.658342659    
   1.22920680      0.652952611    
   1.25508094      0.646853685    
   1.28068316      0.640056968    
   1.30598617      0.632573664    
   1.33096278      0.624414682    
   1.35558641      0.615590692    
   1.37983084      0.606112003    
