           0   1.00000000    
           1   1.79999995    
           2   2.54468989    
           3   3.05362773    
           4   3.23772359    
           5   3.10821438    
           6   2.74633431    
           7   2.25984049    
           8   1.74714220    
           9   1.27790964    
          10  0.889186978    
          11  0.591251552    
          12  0.377117574    
          13  0.231469557    
          14  0.137092471    
          15   7.85357654E-02
          16   4.36072312E-02
          17   2.35116724E-02
          18   1.23296529E-02
          19   6.29788451E-03
          20   3.13751446E-03
          21   1.52630149E-03
          22   7.25818332E-04
          23   3.37735983E-04
          24   1.53915229E-04
          25   6.87546708E-05
